cliente_id,mes,transacciones,volumen,bultos,productos_unicos,marcas_unicas,mix_latas,mix_retornable,mix_premium,bultos_por_transaccion
848601,2023-02,2,13.0,112.0,7,5,0.55,98.51,0.8,56.0
848601,2023-03,7,51.99,434.0,5,4,0.05,99.95,0.0,62.0
848601,2023-04,8,41.51,368.0,11,7,0.75,86.73,12.42,46.0
848601,2023-05,7,27.13,232.0,13,9,0.7,98.51,0.76,33.14
848601,2023-06,6,7.58,89.0,10,6,11.36,88.64,1.87,14.83
848601,2023-07,6,15.69,136.0,13,8,10.02,89.98,3.33,22.67
848601,2023-08,2,10.64,89.0,3,2,0.0,100.0,0.0,44.5
848601,2023-09,5,7.23,62.17,6,4,0.73,99.27,0.34,12.43
848601,2023-10,5,8.11,67.58,2,1,0.0,100.0,0.0,13.52
848647,2022-11,1,0.03,1.0,1,1,100.0,0.0,100.0,1.0
848647,2023-01,1,0.02,1.0,1,1,100.0,0.0,100.0,1.0
848647,2023-06,1,0.03,1.0,1,1,100.0,0.0,100.0,1.0
848647,2023-08,1,0.1,4.0,4,4,100.0,0.0,25.49,4.0
848647,2023-09,1,0.19,4.0,3,3,35.56,0.0,15.24,4.0
848777,2022-11,1,1.42,13.0,5,4,39.88,42.16,17.96,13.0
848777,2022-12,4,3.35,29.0,7,5,49.98,50.02,10.38,7.25
848777,2023-01,4,4.52,43.0,4,4,87.92,2.66,9.43,10.75
848777,2023-02,2,2.02,17.0,4,3,16.88,83.12,22.68,8.5
848777,2023-03,1,2.1,18.0,5,3,48.61,51.39,5.4,18.0
848777,2023-04,2,2.28,21.42,4,4,64.81,12.74,22.45,10.71
848777,2023-05,1,0.68,6.0,2,2,100.0,0.0,16.67,6.0
848777,2023-06,1,0.12,1.0,1,1,0.0,100.0,100.0,1.0
848777,2023-07,6,3.02,28.0,11,8,64.38,35.62,28.85,4.67
848777,2023-08,2,2.54,22.0,8,6,67.12,32.88,22.65,11.0
848777,2023-09,2,2.58,22.0,6,4,44.08,55.92,0.0,11.0
848777,2023-10,3,2.26,29.0,12,7,53.92,31.55,33.65,9.67
849003,2023-07,1,0.16,2.0,1,1,0.0,100.0,0.0,2.0
849927,2022-11,6,8.03,121.0,16,8,60.0,36.89,9.16,20.17
849927,2022-12,6,10.85,102.0,17,9,57.41,38.77,9.99,17.0
849927,2023-01,5,5.55,50.0,13,9,63.23,35.35,7.01,10.0
849927,2023-02,4,5.87,53.0,15,7,63.21,36.79,10.95,13.25
849927,2023-03,5,6.72,61.0,13,7,42.56,54.91,2.53,12.2
849927,2023-04,4,3.5,33.0,11,7,61.86,31.0,16.0,8.25
849927,2023-05,5,4.57,42.0,14,8,51.67,46.46,6.91,8.4
849927,2023-06,4,3.56,34.0,13,8,53.63,41.75,13.87,8.5
849927,2023-07,4,3.89,36.0,11,6,47.24,46.35,12.24,9.0
849927,2023-08,2,1.66,16.0,8,5,46.16,48.7,12.0,8.0
849927,2023-09,7,5.38,48.08,15,8,49.81,45.55,13.15,6.87
849927,2023-10,5,3.85,35.0,14,9,61.92,33.29,10.68,7.0
850561,2022-11,5,11.99,147.0,38,12,54.9,35.6,26.55,29.4
850561,2022-12,7,7.86,108.0,29,9,25.27,67.55,15.26,15.43
850561,2023-01,5,8.7,112.0,34,11,40.68,55.94,17.07,22.4
850561,2023-02,6,10.0,113.0,33,11,53.84,40.55,15.12,18.83
850561,2023-03,6,8.91,106.0,30,11,40.55,48.29,17.54,17.67
850561,2023-04,4,6.85,79.0,24,8,42.58,48.63,17.25,19.75
850561,2023-05,5,5.91,67.0,20,10,42.79,48.15,17.32,13.4
850561,2023-06,3,3.91,42.0,22,11,53.08,44.68,17.36,14.0
850561,2023-07,4,5.18,58.0,27,9,59.74,35.19,19.92,14.5
850561,2023-08,5,7.76,83.0,41,10,49.38,44.62,18.08,16.6
850561,2023-09,7,32.27,327.0,49,11,72.38,21.68,15.45,46.71
850561,2023-10,6,20.75,249.0,41,12,54.21,26.59,24.57,41.5
851215,2022-11,7,15.95,164.0,38,11,39.52,54.7,10.96,23.43
851215,2022-12,7,19.74,204.0,36,10,46.56,49.24,9.82,29.14
851215,2023-01,7,12.08,121.0,25,8,50.72,46.12,7.34,17.29
851215,2023-02,4,12.08,120.0,24,9,45.5,51.37,3.44,30.0
851215,2023-03,6,11.76,109.0,24,9,39.28,55.8,8.74,18.17
851215,2023-04,5,10.29,102.0,25,10,44.33,53.97,7.06,20.4
851215,2023-05,5,6.39,64.0,22,9,35.98,58.87,10.77,12.8
851215,2023-06,5,9.77,101.0,24,10,32.09,62.35,5.98,20.2
851215,2023-07,6,9.81,108.0,32,10,33.94,59.18,10.8,18.0
851215,2023-08,6,8.9,89.0,20,9,39.19,58.04,5.84,14.83
851215,2023-09,6,13.41,127.0,26,9,37.93,57.52,10.0,21.17
851215,2023-10,7,11.43,112.0,30,10,30.75,62.95,9.86,16.0
851307,2022-11,4,1.15,18.0,15,7,52.96,28.04,30.71,4.5
851307,2022-12,3,0.98,29.0,16,6,66.32,12.23,34.76,9.67
851307,2023-01,3,0.12,4.0,4,3,62.14,0.0,59.12,1.33
851307,2023-02,5,1.18,20.0,10,5,92.65,0.0,21.18,4.0
851307,2023-03,3,0.79,10.0,5,3,100.0,0.0,0.0,3.33
851307,2023-04,3,0.91,14.0,9,4,95.31,0.0,10.51,4.67
851307,2023-05,3,1.55,21.0,11,6,58.4,36.12,30.46,7.0
851307,2023-06,3,0.36,13.0,8,5,100.0,0.0,15.79,4.33
851307,2023-07,3,0.27,10.0,7,5,85.15,0.0,25.5,3.33
851307,2023-08,5,0.6,14.0,8,5,79.4,13.54,29.98,2.8
851307,2023-09,4,1.16,19.0,8,7,24.15,72.44,18.66,4.75
851307,2023-10,1,0.44,4.0,4,4,0.0,81.84,44.98,4.0
851459,2022-11,2,81.09,862.0,4,3,66.27,0.0,37.87,431.0
851459,2022-12,5,337.28,3140.0,9,6,97.52,0.0,4.34,628.0
851459,2023-01,3,220.47,2477.0,4,4,22.09,0.0,77.91,825.67
851459,2023-02,3,500.53,5056.0,5,4,55.95,0.0,44.21,1685.33
851459,2023-03,9,735.45,8032.0,44,13,42.82,0.52,60.24,892.44
851459,2023-04,6,1031.51,9753.0,5,4,78.1,0.0,21.9,1625.5
851459,2023-05,5,698.11,6302.0,7,5,94.28,0.0,7.34,1260.4
851459,2023-06,1,0.28,10.0,1,1,100.0,0.0,0.0,10.0
851459,2023-07,2,8.85,104.0,4,3,24.81,0.0,80.75,52.0
851459,2023-08,2,2.51,33.0,1,1,0.0,0.0,100.0,16.5
851459,2023-10,2,423.98,4159.0,16,8,68.87,0.0,34.54,2079.5
851839,2022-11,4,2.42,26.0,8,4,50.02,46.41,14.43,6.5
851839,2022-12,2,2.0,20.0,10,6,38.22,59.8,25.21,10.0
851839,2023-01,3,1.96,27.0,12,7,68.72,26.93,24.42,9.0
851839,2023-02,3,2.13,25.0,13,8,31.89,60.11,19.07,8.33
851839,2023-03,3,3.07,33.0,12,6,43.7,50.76,20.16,11.0
851839,2023-04,2,1.48,15.0,9,6,13.28,86.72,29.07,7.5
851839,2023-05,3,1.25,12.0,9,5,20.4,76.2,43.53,4.0
851839,2023-06,3,0.73,8.0,5,4,28.95,59.09,73.35,2.67
851839,2023-07,3,1.24,25.0,12,6,38.79,57.79,48.86,8.33
851839,2023-08,2,0.92,11.0,6,4,0.0,95.7,29.69,5.5
851839,2023-09,5,2.31,28.0,16,7,10.91,78.0,16.3,5.6
851839,2023-10,3,1.23,23.0,10,6,34.55,65.45,6.91,7.67
852931,2022-11,1,0.03,1.0,1,1,100.0,0.0,100.0,1.0
852931,2022-12,1,0.48,4.0,2,2,0.0,100.0,0.0,4.0
852931,2023-01,2,0.53,10.0,5,3,54.35,45.65,14.04,5.0
852931,2023-02,1,0.25,6.0,3,3,52.11,47.89,0.0,6.0
852931,2023-03,2,0.96,8.0,3,3,0.0,100.0,0.0,4.0
852931,2023-04,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
852931,2023-06,1,0.12,1.0,1,1,0.0,100.0,0.0,1.0
852931,2023-07,1,0.23,2.0,2,2,100.0,0.0,0.0,2.0
852931,2023-08,1,0.23,2.0,2,2,48.61,51.39,0.0,2.0
852931,2023-09,1,0.27,3.0,2,2,10.57,89.43,0.0,3.0
852931,2023-10,1,0.36,3.0,2,2,0.0,100.0,0.0,3.0
852941,2022-11,4,0.92,9.0,4,2,12.34,87.66,0.0,2.25
852941,2022-12,2,0.47,6.0,3,3,4.07,95.93,0.0,3.0
852941,2023-01,4,0.96,11.0,5,4,2.57,97.43,2.57,2.75
852941,2023-02,2,0.72,7.0,3,2,0.0,100.0,0.0,3.5
852941,2023-03,3,0.76,8.0,4,3,21.33,78.67,0.0,2.67
852941,2023-04,1,0.36,3.0,2,2,0.0,100.0,0.0,3.0
852941,2023-05,2,0.48,5.0,2,1,0.0,100.0,0.0,2.5
852941,2023-06,3,0.58,8.0,7,6,37.67,62.33,4.91,2.67
852941,2023-07,4,0.86,9.0,5,3,6.61,93.39,3.31,2.25
852941,2023-08,4,0.95,13.25,4,3,20.94,79.06,0.0,3.31
852941,2023-09,3,0.58,6.33,4,2,3.25,96.75,0.0,2.11
852941,2023-10,3,0.67,8.08,4,3,8.45,91.55,0.0,2.69
852959,2022-11,1,1.48,28.0,13,6,94.25,0.0,14.3,28.0
852959,2022-12,1,0.64,14.0,6,4,28.57,51.33,8.93,14.0
852959,2023-01,1,0.19,4.0,4,4,100.0,0.0,41.75,4.0
852959,2023-02,1,0.74,14.0,9,7,53.32,44.01,16.45,14.0
852959,2023-03,2,1.0,20.0,11,5,71.24,24.5,16.28,10.0
852959,2023-04,1,0.35,14.0,11,4,94.3,0.0,64.57,14.0
852959,2023-06,1,0.2,7.0,5,4,100.0,0.0,42.86,7.0
852959,2023-07,2,1.07,31.0,19,8,67.73,30.43,16.66,15.5
852959,2023-08,1,0.65,18.0,9,5,62.43,37.57,13.07,18.0
852959,2023-09,2,0.66,18.0,13,8,81.57,0.0,20.57,9.0
852959,2023-10,1,0.62,8.0,8,6,86.86,13.14,4.57,8.0
853027,2022-11,2,0.33,3.0,3,3,64.43,35.57,65.49,1.5
853027,2022-12,2,0.93,8.0,5,3,22.89,77.11,25.27,4.0
853027,2023-01,3,2.39,23.0,8,5,21.26,75.18,3.56,7.67
853027,2023-02,3,1.53,13.0,6,5,13.89,86.11,15.34,4.33
853027,2023-03,3,2.56,22.0,9,6,7.7,88.97,16.34,7.33
853027,2023-04,3,1.67,14.0,6,5,6.81,93.19,14.03,4.67
853027,2023-05,1,0.35,3.0,3,2,32.11,67.89,0.0,3.0
853027,2023-06,1,0.59,5.0,5,4,38.68,61.32,0.0,5.0
853027,2023-07,2,0.96,8.0,5,5,0.0,100.0,12.23,4.0
853027,2023-08,1,0.36,3.0,3,3,0.0,100.0,0.0,3.0
853027,2023-09,3,1.27,11.0,7,6,8.96,84.79,24.73,3.67
853027,2023-10,1,0.73,11.0,9,6,22.76,65.6,18.88,11.0
853227,2022-11,4,3.37,32.0,11,7,15.71,81.76,10.37,8.0
853227,2022-12,4,1.92,16.0,3,3,0.0,100.0,0.0,4.0
853227,2023-01,1,0.28,3.0,3,2,41.02,58.98,0.0,3.0
853227,2023-02,2,0.84,7.0,2,2,0.0,100.0,0.0,3.5
853227,2023-03,1,0.7,6.0,5,5,14.15,85.85,16.82,6.0
853227,2023-04,1,0.3,4.0,2,2,19.13,80.87,0.0,4.0
853227,2023-05,4,1.43,21.0,9,6,21.79,78.21,8.17,5.25
853227,2023-06,2,0.07,2.0,2,1,39.98,0.0,0.0,1.0
853227,2023-07,2,0.48,4.0,2,2,0.0,100.0,0.0,2.0
853227,2023-08,2,0.35,6.0,3,3,32.11,67.89,0.0,3.0
853227,2023-09,2,0.65,7.0,4,3,26.19,73.81,0.0,3.5
853227,2023-10,1,0.09,3.0,2,1,100.0,0.0,0.0,3.0
853543,2022-11,2,3.61,33.0,13,6,15.71,81.93,12.76,16.5
853543,2022-12,1,6.72,56.0,4,3,0.0,100.0,0.0,56.0
853543,2023-01,5,18.42,175.0,22,8,30.4,66.95,5.11,35.0
853543,2023-02,1,3.02,31.0,6,4,9.66,90.34,6.52,31.0
853543,2023-03,2,7.47,64.0,4,2,48.61,51.39,0.0,32.0
853543,2023-04,1,1.56,13.0,4,4,0.0,100.0,7.51,13.0
853543,2023-05,3,16.39,143.0,22,8,37.4,61.08,2.25,47.67
853543,2023-06,1,1.65,14.0,6,5,27.45,72.55,6.86,14.0
853543,2023-07,3,1.42,18.0,7,5,15.35,84.65,2.0,6.0
853543,2023-08,4,10.97,95.0,12,8,25.01,71.11,5.95,23.75
853543,2023-09,3,8.54,73.0,8,6,5.15,93.92,9.1,24.33
853543,2023-10,2,5.62,56.0,9,5,25.75,66.19,2.52,28.0
853561,2022-11,3,3.01,40.0,11,7,16.46,69.39,18.03,13.33
853561,2022-12,3,2.98,29.0,10,7,1.59,98.41,4.88,9.67
853561,2023-01,5,3.1,31.0,9,7,0.0,100.0,7.55,6.2
853561,2023-02,3,1.63,20.0,7,5,8.71,91.29,14.37,6.67
853561,2023-03,5,3.14,43.0,16,6,16.94,83.06,7.64,8.6
853561,2023-04,2,1.41,13.0,7,5,0.0,100.0,0.0,6.5
853561,2023-05,3,1.94,20.0,9,5,0.0,95.6,0.0,6.67
853561,2023-06,3,1.65,16.0,5,3,0.0,100.0,0.0,5.33
853561,2023-07,4,2.22,24.0,8,6,3.83,96.17,3.83,6.0
853561,2023-08,3,1.82,24.0,9,6,14.04,85.96,17.54,8.0
853561,2023-09,4,1.86,23.0,8,6,8.76,91.24,4.58,5.75
853561,2023-10,2,1.68,15.0,5,4,0.0,100.0,0.0,7.5
853575,2022-11,2,0.62,7.0,5,4,61.43,38.57,0.0,3.5
853575,2022-12,4,1.86,22.0,13,6,37.29,53.72,16.95,5.5
853575,2023-01,2,0.72,10.0,7,5,5.25,89.25,5.5,5.0
853575,2023-02,2,0.54,6.0,5,3,3.49,96.51,0.0,3.0
853575,2023-03,2,0.41,5.0,4,2,40.96,59.04,0.0,2.5
853575,2023-04,2,1.04,10.0,6,4,10.95,89.05,11.28,5.0
853575,2023-06,1,0.11,4.0,1,1,100.0,0.0,0.0,4.0
853575,2023-07,3,1.15,15.0,8,5,37.16,62.84,2.48,5.0
853575,2023-08,2,0.47,4.0,3,2,48.61,51.39,0.0,2.0
853575,2023-09,3,0.9,10.0,8,5,46.89,48.71,17.39,3.33
853575,2023-10,1,0.26,3.0,3,2,54.18,45.82,0.0,3.0
854195,2022-11,5,117.23,1124.0,20,10,37.74,58.6,14.46,224.8
854195,2022-12,4,78.97,720.0,13,8,22.0,74.12,17.52,180.0
854195,2023-01,4,46.51,484.0,12,6,29.53,54.44,22.78,121.0
854195,2023-02,7,104.24,1026.0,12,8,54.39,35.69,13.01,146.57
854195,2023-03,7,51.28,475.0,18,8,68.07,29.37,10.77,67.86
854195,2023-04,5,76.24,677.0,11,8,22.4,66.82,13.85,135.4
854195,2023-05,1,14.92,150.0,7,4,0.0,88.26,19.58,150.0
854195,2023-07,4,43.72,390.0,7,5,12.98,80.82,9.11,97.5
854195,2023-08,1,4.48,64.0,4,2,60.86,0.0,39.14,64.0
854195,2023-09,3,25.98,225.0,3,3,0.0,92.38,7.62,75.0
854195,2023-10,2,23.62,217.0,6,5,0.96,75.97,32.98,108.5
854301,2022-11,4,2.96,30.0,9,6,20.1,79.9,0.96,7.5
854301,2022-12,3,2.64,35.0,9,6,34.98,63.52,5.22,11.67
854301,2023-01,2,0.74,12.0,6,5,56.25,32.29,11.46,6.0
854301,2023-02,1,0.43,6.0,3,3,17.01,82.99,0.0,6.0
854301,2023-03,3,1.04,13.0,8,6,23.06,76.94,4.72,4.33
854301,2023-04,1,0.3,4.0,2,1,19.13,80.87,0.0,4.0
854301,2023-05,2,0.78,10.0,5,3,28.1,71.9,0.0,5.0
854301,2023-07,3,0.86,14.0,6,5,29.86,70.14,3.32,4.67
854301,2023-08,3,0.86,14.0,4,3,29.86,70.14,0.0,4.67
854301,2023-09,1,0.35,6.0,3,2,32.11,67.89,0.0,6.0
854301,2023-10,1,0.23,5.0,3,3,48.61,51.39,0.0,5.0
855155,2022-11,1,0.21,4.0,3,1,41.5,58.5,0.0,4.0
855155,2022-12,2,0.42,5.0,2,1,13.62,86.38,0.0,2.5
855155,2023-01,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
855155,2023-02,1,0.21,4.0,2,2,41.5,58.5,0.0,4.0
855155,2023-03,1,0.21,4.0,2,2,41.5,58.5,0.0,4.0
855155,2023-05,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
855155,2023-07,1,0.18,3.0,2,1,32.11,67.89,0.0,3.0
855155,2023-08,2,0.42,5.0,2,2,13.62,86.38,0.0,2.5
855155,2023-09,1,0.28,2.33,2,1,0.0,100.0,0.0,2.33
855155,2023-10,1,0.27,3.0,3,2,10.57,89.43,0.0,3.0
855159,2022-11,3,12.97,156.0,15,5,68.01,19.32,24.01,52.0
855159,2022-12,5,7.15,70.0,8,5,1.93,98.07,0.34,14.0
855159,2023-01,4,10.84,108.0,11,7,69.26,15.02,20.37,27.0
855159,2023-02,3,9.09,93.0,9,6,69.08,26.23,18.07,31.0
855159,2023-03,2,5.71,55.0,10,8,4.91,95.09,0.93,27.5
855159,2023-04,3,3.22,32.0,6,5,0.0,100.0,3.63,10.67
855159,2023-05,2,2.91,30.0,5,3,0.0,100.0,0.0,15.0
855159,2023-06,4,4.71,49.0,10,6,43.97,56.03,12.05,12.25
855159,2023-07,3,3.37,36.0,6,4,1.68,98.32,0.0,12.0
855159,2023-08,4,10.8,101.0,9,7,70.49,29.51,6.11,25.25
855159,2023-09,4,8.71,97.0,10,5,36.76,63.24,6.52,24.25
855159,2023-10,4,8.81,90.0,12,6,23.13,75.42,0.97,22.5
855359,2022-11,3,0.46,10.0,6,4,39.13,51.59,40.1,3.33
855359,2022-12,3,0.41,8.0,3,2,41.5,58.5,0.0,2.67
855359,2023-01,1,0.07,3.0,2,2,100.0,0.0,72.23,3.0
855359,2023-02,2,0.2,4.0,3,3,39.27,60.73,24.9,2.0
855359,2023-03,2,0.43,4.0,3,2,52.53,27.76,19.71,2.0
855359,2023-04,2,0.33,3.0,2,2,0.0,73.8,26.2,1.5
855359,2023-05,1,0.35,3.0,2,2,32.11,67.89,0.0,3.0
855359,2023-06,4,0.66,12.0,5,5,50.45,36.57,12.98,3.0
855359,2023-07,3,1.03,9.0,6,6,53.51,46.49,20.53,3.0
855359,2023-08,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
855359,2023-09,3,0.81,9.33,7,5,10.09,79.35,17.13,3.11
855359,2023-10,3,0.45,6.0,2,2,19.13,80.87,0.0,2.0
855373,2022-11,5,7.17,75.0,22,7,76.13,20.27,4.02,15.0
855373,2022-12,5,2.9,39.0,20,7,39.98,54.06,26.28,7.8
855373,2023-01,3,2.95,35.0,15,7,52.81,41.3,13.04,11.67
855373,2023-02,5,6.6,66.0,15,6,69.57,27.85,8.02,13.2
855373,2023-03,5,5.19,53.83,18,6,55.88,36.84,11.41,10.77
855373,2023-04,4,6.57,58.33,8,6,3.45,93.95,2.59,14.58
855373,2023-05,4,1.68,24.0,9,6,23.7,55.83,19.15,6.0
855373,2023-06,3,0.92,10.0,6,4,24.81,75.19,25.19,3.33
855373,2023-07,3,0.85,16.0,11,6,52.16,42.8,30.18,5.33
855373,2023-08,4,3.75,41.0,13,7,62.05,29.02,18.19,10.25
855373,2023-09,4,3.0,30.0,10,5,39.69,60.31,9.57,7.5
855373,2023-10,3,1.97,19.0,12,4,34.53,65.47,0.0,6.33
855853,2022-12,3,4.05,37.0,3,2,0.0,100.0,5.78,12.33
855853,2023-01,2,2.54,22.0,4,3,13.39,86.61,0.0,11.0
855853,2023-02,2,2.53,24.0,3,3,0.0,100.0,0.0,12.0
855853,2023-03,2,2.4,21.0,5,4,0.0,100.0,0.0,10.5
855853,2023-04,2,2.32,19.42,4,4,0.0,100.0,15.12,9.71
855853,2023-05,3,1.85,17.0,4,3,0.0,100.0,0.0,5.67
855853,2023-06,1,0.53,6.0,3,3,0.0,100.0,0.0,6.0
855853,2023-07,1,1.2,11.0,3,2,0.0,100.0,0.0,11.0
855853,2023-08,2,1.62,20.0,4,3,7.01,66.69,0.0,10.0
855853,2023-09,4,4.15,43.0,8,4,3.94,85.79,8.46,10.75
855853,2023-10,6,4.9,44.0,5,3,0.0,100.0,0.0,7.33
856049,2022-11,9,148.85,1378.0,19,10,33.21,64.42,2.36,153.11
856049,2022-12,10,88.69,781.0,18,9,14.35,83.05,3.21,78.1
856049,2023-01,11,180.55,1701.0,12,7,15.98,55.24,28.81,154.64
856049,2023-02,7,78.66,735.0,29,10,15.57,70.35,16.34,105.0
856049,2023-03,8,77.47,764.0,9,6,20.73,79.21,16.72,95.5
856049,2023-04,8,71.01,623.0,12,7,41.05,58.56,0.39,77.88
856049,2023-05,10,129.47,1348.0,21,10,18.0,42.06,41.87,134.8
856049,2023-06,10,32.74,361.0,13,7,6.55,64.65,28.8,36.1
856049,2023-07,11,17.04,289.0,16,8,40.18,39.23,22.07,26.27
856049,2023-08,9,100.4,914.17,18,8,55.08,43.67,1.61,101.57
856049,2023-09,6,21.63,194.0,11,6,51.31,42.72,5.58,32.33
856049,2023-10,6,6.19,56.0,9,4,33.03,56.25,9.35,9.33
856059,2022-11,2,0.9,10.0,6,5,6.3,93.7,0.0,5.0
856059,2022-12,5,4.78,43.0,13,6,11.87,88.13,0.0,8.6
856059,2023-01,6,3.47,33.0,10,9,14.18,81.08,4.74,5.5
856059,2023-02,5,4.01,36.0,9,6,2.83,95.04,0.0,7.2
856059,2023-03,3,1.5,13.0,6,6,6.57,87.74,21.31,4.33
856059,2023-04,6,3.35,30.0,10,6,6.77,93.23,10.26,5.0
856059,2023-05,4,1.77,16.0,7,5,0.0,100.0,0.0,4.0
856059,2023-06,3,1.56,13.0,2,2,0.0,100.0,0.0,4.33
856059,2023-07,5,1.85,18.0,7,5,35.28,64.72,11.43,3.6
856059,2023-08,4,2.55,28.42,11,6,10.03,89.97,6.32,7.1
856059,2023-09,5,3.48,35.0,9,6,5.6,94.4,1.52,7.0
856059,2023-10,3,2.81,28.17,11,6,3.03,96.27,0.7,9.39
856107,2022-11,3,2.06,27.0,20,8,21.82,73.94,9.56,9.0
856107,2022-12,2,0.96,9.0,6,5,11.84,83.59,4.57,4.5
856107,2023-01,1,0.57,9.0,6,4,100.0,0.0,4.29,9.0
856107,2023-02,2,0.94,11.0,7,5,11.24,88.76,23.64,5.5
856107,2023-03,2,1.3,12.0,7,6,1.45,98.55,0.0,6.0
856107,2023-06,3,1.08,21.0,13,8,32.61,63.33,24.72,7.0
856107,2023-07,3,0.66,10.17,8,5,16.65,70.05,21.33,3.39
856107,2023-08,2,1.14,16.0,10,7,49.74,45.06,45.91,8.0
856107,2023-09,2,0.7,8.0,5,3,8.11,91.89,0.0,4.0
856107,2023-10,2,1.94,27.0,13,6,16.1,78.48,1.02,13.5
856179,2022-11,2,1.2,22.0,6,5,93.38,0.0,23.09,11.0
856179,2022-12,3,0.87,9.0,5,3,11.36,88.64,0.0,3.0
856179,2023-01,1,0.52,5.0,5,4,21.97,78.03,0.0,5.0
856179,2023-02,2,0.2,4.0,3,2,42.12,57.88,71.92,2.0
856179,2023-03,2,0.83,7.0,5,4,13.62,86.38,0.0,3.5
856179,2023-04,2,0.52,8.0,6,4,21.97,78.03,0.0,4.0
856179,2023-05,2,0.9,14.0,8,4,37.75,62.25,0.0,7.0
856179,2023-06,2,0.41,5.0,2,2,0.0,100.0,0.0,2.5
856179,2023-07,1,0.16,2.0,1,1,0.0,100.0,0.0,2.0
856179,2023-08,1,0.23,5.0,4,4,49.25,50.75,50.75,5.0
856179,2023-09,2,0.52,7.0,2,2,5.48,94.52,0.0,3.5
856179,2023-10,2,0.26,4.0,4,3,21.97,78.03,0.0,2.0
856357,2022-11,2,0.4,4.0,3,3,0.0,100.0,0.0,2.0
856357,2022-12,4,1.28,13.0,7,5,44.04,55.96,51.21,3.25
856357,2023-01,3,0.56,6.0,4,4,35.04,64.96,0.0,2.0
856357,2023-02,3,0.4,4.0,3,3,0.0,100.0,29.24,1.33
856357,2023-03,4,1.4,17.0,7,5,16.05,83.95,22.37,4.25
856357,2023-04,4,0.77,9.0,4,4,36.25,63.75,25.62,2.25
856357,2023-05,3,0.72,7.0,5,4,15.8,84.2,15.8,2.33
856357,2023-06,4,0.74,8.0,4,3,13.29,86.71,44.89,2.0
856357,2023-07,4,0.8,9.0,4,4,28.44,71.56,14.22,2.25
856357,2023-08,4,0.69,8.0,3,3,0.0,100.0,17.0,2.0
856357,2023-09,2,0.33,4.0,2,2,0.0,100.0,0.0,2.0
856357,2023-10,1,0.41,5.0,4,4,0.0,100.0,0.0,5.0
856381,2022-11,3,8.73,77.0,9,7,35.42,64.58,0.32,25.67
856381,2022-12,2,2.82,24.0,3,3,15.01,84.99,15.01,12.0
856381,2023-01,4,5.41,47.0,9,7,3.08,96.92,0.98,11.75
856381,2023-02,4,9.61,92.0,12,6,11.53,82.26,15.91,23.0
856381,2023-03,2,5.99,52.0,8,5,55.89,44.11,6.58,26.0
856381,2023-04,3,5.74,49.0,8,7,24.93,75.07,13.3,16.33
856381,2023-05,1,2.44,22.0,7,5,6.66,93.34,2.01,22.0
856381,2023-06,1,1.85,18.0,6,4,0.0,100.0,0.0,18.0
856381,2023-07,4,3.23,28.0,6,5,10.94,89.06,6.55,7.0
856381,2023-08,1,0.22,5.0,3,2,45.99,54.01,33.22,5.0
856381,2023-09,3,4.6,41.0,11,5,49.37,50.63,0.0,13.67
856381,2023-10,1,2.62,25.0,4,4,0.0,100.0,0.0,25.0
856415,2022-11,1,0.03,1.0,1,1,100.0,0.0,100.0,1.0
856415,2023-03,1,0.04,1.0,1,1,0.0,0.0,100.0,1.0
856415,2023-07,1,2.38,21.0,2,2,100.0,0.0,0.0,21.0
856415,2023-08,1,4.26,50.0,1,1,0.0,0.0,100.0,50.0
856415,2023-09,1,0.17,3.0,3,3,28.27,71.73,16.96,3.0
856415,2023-10,1,0.14,2.0,2,2,100.0,0.0,100.0,2.0
856607,2022-11,1,0.33,7.0,5,4,38.19,36.15,63.85,7.0
856607,2022-12,2,1.12,15.0,10,7,52.97,31.83,48.91,7.5
856607,2023-01,2,1.0,11.0,7,5,15.44,59.72,30.49,5.5
856607,2023-03,3,0.76,10.0,7,5,10.16,46.77,58.4,3.33
856607,2023-04,2,0.75,10.0,9,5,14.55,63.65,21.8,5.0
856607,2023-05,1,0.47,5.0,5,5,5.99,76.02,17.99,5.0
856607,2023-06,3,1.16,14.0,10,6,9.79,61.85,38.45,4.67
856607,2023-07,2,0.49,11.0,8,5,51.82,48.18,59.09,5.5
856607,2023-08,3,0.61,8.0,7,5,14.04,58.86,46.39,2.67
856607,2023-09,3,0.79,16.0,11,6,24.76,45.74,32.63,5.33
856607,2023-10,1,0.06,2.0,1,1,100.0,0.0,0.0,2.0
856609,2022-11,3,1.53,24.0,4,2,21.17,78.83,0.0,8.0
856609,2022-12,1,1.45,32.0,3,3,42.27,57.73,0.0,32.0
856609,2023-01,1,0.13,4.17,2,1,85.02,14.98,0.0,4.17
856609,2023-03,1,0.15,2.0,2,2,19.13,80.87,0.0,2.0
856609,2023-08,2,0.32,3.0,3,3,0.0,100.0,0.0,1.5
856609,2023-09,3,0.8,7.0,3,2,0.0,100.0,0.0,2.33
856609,2023-10,1,0.08,1.0,1,1,0.0,100.0,0.0,1.0
856611,2022-11,4,4.71,45.0,6,4,15.88,84.12,0.0,11.25
856611,2022-12,7,5.19,60.0,6,6,9.74,90.26,0.0,8.57
